Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Label
8093,18,1,0,0,0,0.0,0.0,6,6,6.0,0.0,333333.3333,111111.1111,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,40.0,20.0,55555.55556,55555.55556,0.0,6.0,2.0,3.464101615,12.0,0.0,1.0,0.0,3.0,0.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
443,5333360,5,135,46,6,27.0,20.1246118,46,46,46.0,0.0,33.93733031,1.124994375,1066672.0,2231017.189,5054808,3,5333360,1333340.0,2483962.41,5054808,3,0,0.0,0.0,0.0,0.0,100.0,20.0,0.937495313,0.187499063,6.0,46.0,32.42857143,18.86670032,355.952381,0.0,0.0,1.0,37.83333333,135.0,254.0,360.0,4.0,20.0,264796.0,264796.0,264796.0,5054808.0,5054808.0,5054808.0,1
80,5529336,3,12,6,0,4.0,3.464101615,0,0,0.0,0.0,2.170242503,0.723414168,1843112.0,3160330.129,5492285,118,5529336,2764668.0,3857432.954,5492285,37051,0,0.0,0.0,0.0,0.0,72.0,32.0,0.542560626,0.180853542,0.0,6.0,2.4,3.286335345,10.8,0.0,1.0,0.0,3.0,12.0,8192.0,29200.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80,12793401,11,5806,1448,0,527.8181818,628.6335687,380,0,93.11111111,146.3108373,519.3302391,1.563305958,673336.8947,2304883.542,10000000,1,12300000,1225699.7,3144254.892,10000000,48,12700000,1592898.0,3487827.716,10100000.0,1.0,360.0,296.0,0.859818277,0.703487681,0.0,1448.0,316.3809524,508.1122392,258178.0476,0.0,1.0,0.0,332.2,5806.0,29200.0,171.0,5.0,32.0,2255395.0,2255395.0,2255395.0,10000000.0,10000000.0,10000000.0,1
53,198,2,64,32,32,32.0,0.0,60,60,60.0,0.0,929292.9293,20202.0202,66.0,30.31501278,101,48,49,49.0,0.0,49,49,48,48.0,0.0,48.0,48.0,40.0,40.0,10101.0101,10101.0101,32.0,60.0,43.2,15.33623161,235.2,0.0,0.0,0.0,54.0,64.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
123,68024213,2,96,48,48,48.0,0.0,48,48,48.0,0.0,2.822524386,0.058802591,22700000.0,39200000.0,68000000,24226,68000000,68000000.0,0.0,68000000,68000000,68000000,68000000.0,0.0,68000000.0,68000000.0,52.0,52.0,0.029401296,0.029401296,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,60.0,96.0,-1.0,-1.0,1.0,20.0,24873.0,24873.0,24873.0,68000000.0,68000000.0,68000000.0,1
3580,43,1,2,2,2,2.0,0.0,6,6,6.0,0.0,186046.5116,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,23255.81395,23255.81395,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6000,49,1,2,2,2,2.0,0.0,6,6,6.0,0.0,163265.3061,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,20408.16327,20408.16327,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80,41277,4,655,643,0,163.75,319.5125193,6,0,3.0,4.242640687,16013.76069,145.3594011,8255.4,7772.845476,15648,35,41277,13759.0,12699.11332,25456,252,15935,15935.0,0.0,15935.0,15935.0,100.0,52.0,96.90626741,48.45313371,0.0,643.0,94.42857143,241.9158649,58523.28571,0.0,1.0,0.0,110.1666667,655.0,29200.0,30.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,166,2,76,38,38,38.0,0.0,66,66,66.0,0.0,1253012.048,24096.38554,55.33333333,55.36545253,114,4,4,4.0,0.0,4,4,48,48.0,0.0,48.0,48.0,64.0,64.0,12048.19277,12048.19277,38.0,66.0,49.2,15.33623161,235.2,0.0,0.0,0.0,61.5,76.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
443,42549572,21,1210,373,0,57.61904762,119.5932591,3358,0,1304.35,884.0413943,641.5340676,0.96358196,1063739.3,6657629.913,42100000,1,42500000,2127478.6,9412715.039,42100000,1,397558,20924.10526,62250.18373,269667.0,2.0,684.0,648.0,0.49354198,0.470039981,0.0,3358.0,649.9285714,876.3881363,768056.1655,0.0,1.0,0.0,665.7804878,1210.0,65535.0,122.0,7.0,32.0,432554.0,432554.0,432554.0,42100000.0,42100000.0,42100000.0,1
443,63538563,41,1563,277,0,38.12195122,62.55845072,2860,0,999.5645161,719.379551,999.9596623,1.621062787,622927.0882,5756045.388,58000000,1,63500000,1588464.075,9184634.359,58100000,18,63500000,1040193.41,7443656.756,58100000.0,1.0,832.0,1252.0,0.64527742,0.975785367,0.0,2860.0,610.9230769,730.1712353,533150.0329,0.0,1.0,0.0,616.8543689,1563.0,8192.0,368.0,40.0,20.0,5438045.0,5438045.0,5438045.0,58000000.0,58000000.0,58000000.0,1
417,49,1,2,2,2,2.0,0.0,6,6,6.0,0.0,163265.3061,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,20408.16327,20408.16327,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7025,44,1,2,2,2,2.0,0.0,6,6,6.0,0.0,181818.1818,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,22727.27273,22727.27273,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6498,114,1,6,6,6,6.0,0.0,6,6,6.0,0.0,105263.1579,17543.85965,114.0,0.0,114,114,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,20.0,20.0,8771.929825,8771.929825,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,9.0,6.0,351.0,16456.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,23489,1,43,43,43,43.0,0.0,75,75,75.0,0.0,5023.628081,85.14623866,23489.0,0.0,23489,23489,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,20.0,20.0,42.57311933,42.57311933,43.0,75.0,53.66666667,18.47520861,341.3333333,0.0,0.0,0.0,80.5,43.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2809,64,1,0,0,0,0.0,0.0,6,6,6.0,0.0,93750.0,31250.0,64.0,0.0,64,64,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,40.0,20.0,15625.0,15625.0,0.0,6.0,2.0,3.464101615,12.0,0.0,1.0,0.0,3.0,0.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
443,118092618,34,2936,1116,0,86.35294118,269.6816173,1418,0,614.0,657.1565573,170.4424912,0.525011648,1935944.557,3886134.487,10000000,2,118000000,3578564.182,4743129.748,10000000,3,113000000,4169322.926,4975178.409,10000000.0,4.0,1096.0,904.0,0.287909613,0.237102035,0.0,1418.0,319.4920635,545.3438061,297399.8669,0.0,1.0,0.0,324.6451613,2936.0,29200.0,400.0,6.0,32.0,208535.25,2097854.0,36242.0,9632512.25,10000000.0,5484052.0,1
53,198,2,72,36,36,36.0,0.0,52,52,52.0,0.0,888888.8889,20202.0202,66.0,73.66817495,147,3,3,3.0,0.0,3,3,48,48.0,0.0,48.0,48.0,80.0,80.0,10101.0101,10101.0101,36.0,52.0,42.4,8.76356092,76.8,0.0,0.0,0.0,53.0,72.0,-1.0,-1.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6773,210,3,43,31,6,14.33333333,14.43375673,6,6,6.0,0.0,233333.3333,19047.61905,70.0,70.1925922,143,3,210,105.0,144.2497834,207,3,0,0.0,0.0,0.0,0.0,60.0,20.0,14285.71429,4761.904762,6.0,31.0,11.0,11.18033989,125.0,0.0,0.0,1.0,13.75,43.0,18900.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,23210,1,56,56,56,56.0,0.0,120,120,120.0,0.0,7582.938389,86.16975442,23210.0,0.0,23210,23210,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,20.0,20.0,43.08487721,43.08487721,56.0,120.0,77.33333333,36.95041723,1365.333333,0.0,0.0,0.0,116.0,56.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
443,5635839,9,385,198,0,42.77777778,70.49074013,1432,0,335.0,541.6472561,603.2819603,3.193845672,331519.9412,1325244.059,5473655,2,5635839,704479.875,1927189.854,5473655,3,111227,13903.375,25455.01599,56830.0,2.0,192.0,192.0,1.596922836,1.596922836,0.0,1432.0,178.9473684,394.7487912,155826.6082,0.0,1.0,0.0,188.8888889,385.0,8192.0,62.0,8.0,20.0,162181.0,162181.0,162181.0,5473655.0,5473655.0,5473655.0,1
259,12,1,2,2,2,2.0,0.0,6,6,6.0,0.0,666666.6667,166666.6667,12.0,0.0,12,12,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,83333.33333,83333.33333,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,39650,2,86,43,43,43.0,0.0,101,101,101.0,0.0,7263.556116,100.8827238,13216.66667,22888.47409,39646,1,1,1.0,0.0,1,1,3,3.0,0.0,3.0,3.0,80.0,64.0,50.44136192,50.44136192,43.0,101.0,66.2,31.76790834,1009.2,0.0,0.0,0.0,82.75,86.0,-1.0,-1.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2222,37,1,0,0,0,0.0,0.0,6,6,6.0,0.0,162162.1622,54054.05405,37.0,0.0,37,37,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,40.0,20.0,27027.02703,27027.02703,0.0,6.0,2.0,3.464101615,12.0,0.0,1.0,0.0,3.0,0.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6792,26,1,2,2,2,2.0,0.0,6,6,6.0,0.0,307692.3077,76923.07692,26.0,0.0,26,26,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,38461.53846,38461.53846,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8402,49,1,2,2,2,2.0,0.0,6,6,6.0,0.0,163265.3061,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,20408.16327,20408.16327,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8080,1100069,3,0,0,0,0.0,0.0,6,6,6.0,0.0,16.36260998,5.454203327,220013.8,302512.0255,597517,404,1099665,549832.5,68360.96228,598171,501494,1099415,549707.5,68232.26885,597955.0,501460.0,92.0,60.0,2.727101664,2.727101664,0.0,6.0,2.571428571,3.207134903,10.28571429,0.0,1.0,0.0,3.0,0.0,8192.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1
37848,3,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0.0,0.0,64.0,0.0,666666.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,237.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,173,2,66,33,33,33.0,0.0,138,138,138.0,0.0,1976878.613,23121.38728,57.66666667,93.82075108,166,3,3,3.0,0.0,3,3,4,4.0,0.0,4.0,4.0,40.0,40.0,11560.69364,11560.69364,33.0,138.0,75.0,57.51086854,3307.5,0.0,0.0,0.0,93.75,66.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,177,2,60,30,30,30.0,0.0,132,132,132.0,0.0,1830508.475,22598.87006,59.0,94.3980932,168,4,4,4.0,0.0,4,4,5,5.0,0.0,5.0,5.0,64.0,64.0,11299.43503,11299.43503,30.0,132.0,70.8,55.86770087,3121.2,0.0,0.0,0.0,88.5,60.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
33354,39,1,2,2,2,2.0,0.0,6,6,6.0,0.0,205128.2051,51282.05128,39.0,0.0,39,39,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,25641.02564,25641.02564,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9898,68,1,2,2,2,2.0,0.0,6,6,6.0,0.0,117647.0588,29411.76471,68.0,0.0,68,68,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,14705.88235,14705.88235,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50857,240,3,43,31,6,14.33333333,14.43375673,6,6,6.0,0.0,204166.6667,16666.66667,80.0,97.01546269,192,22,240,120.0,101.8233765,192,48,0,0.0,0.0,0.0,0.0,60.0,20.0,12500.0,4166.666667,6.0,31.0,11.0,11.18033989,125.0,0.0,0.0,1.0,13.75,43.0,60.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1058,64,1,0,0,0,0.0,0.0,6,6,6.0,0.0,93750.0,31250.0,64.0,0.0,64,64,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,40.0,20.0,15625.0,15625.0,0.0,6.0,2.0,3.464101615,12.0,0.0,1.0,0.0,3.0,0.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
161,43,1,0,0,0,0.0,0.0,6,6,6.0,0.0,139534.8837,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,40.0,20.0,23255.81395,23255.81395,0.0,6.0,2.0,3.464101615,12.0,0.0,1.0,0.0,3.0,0.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8200,53,1,2,2,2,2.0,0.0,6,6,6.0,0.0,150943.3962,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,18867.92453,18867.92453,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14441,60,1,0,0,0,0.0,0.0,6,6,6.0,0.0,100000.0,33333.33333,60.0,0.0,60,60,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,40.0,20.0,16666.66667,16666.66667,0.0,6.0,2.0,3.464101615,12.0,0.0,1.0,0.0,3.0,0.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,31509,2,64,32,32,32.0,0.0,54,54,54.0,0.0,5458.757815,126.9478562,10503.0,18149.3096,31460,1,1,1.0,0.0,1,1,48,48.0,0.0,48.0,48.0,64.0,64.0,63.47392808,63.47392808,32.0,54.0,40.8,12.04989627,145.2,0.0,0.0,0.0,51.0,64.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,173293,1,44,44,44,44.0,0.0,236,236,236.0,0.0,1615.76059,11.54114707,173293.0,0.0,173293,173293,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,20.0,20.0,5.770573537,5.770573537,44.0,236.0,108.0,110.8512517,12288.0,0.0,0.0,0.0,162.0,44.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
56737,96,1,2,2,2,2.0,0.0,6,6,6.0,0.0,83333.33333,20833.33333,96.0,0.0,96,96,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,10416.66667,10416.66667,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80,116196882,16,529,445,0,33.0625,109.8601952,276,0,26.30769231,75.04152696,7.495898212,0.249576404,4149888.643,4868586.909,10000000,102,116000000,7746458.8,4192576.086,10100000,35778,112000000,9293686.0,2879092.486,10100000.0,151341.0,332.0,272.0,0.137697327,0.111879078,0.0,445.0,29.03333333,92.81293137,8614.24023,0.0,1.0,0.0,30.03448276,529.0,8192.0,1024.0,15.0,20.0,132958.0,315901.0,114388.0,10000000.0,10000000.0,9957442.0,1
443,110989914,155,5235,346,0,33.77419355,90.66719136,4380,0,1692.13242,926.1506831,3386.001362,3.369675554,297560.0912,1636713.469,10000000,0,111000000,720561.3052,2497138.878,10000000,31,111000000,509019.2339,2123395.398,10000000.0,1.0,3112.0,4512.0,1.396523291,1.973152263,0.0,4380.0,1002.165333,1083.262277,1173457.16,0.0,1.0,0.0,1004.84492,5235.0,8192.0,1348.0,154.0,20.0,531715.4545,4175618.0,23437.0,9556142.818,10000000.0,5161089.0,1
2525,43,1,2,2,2,2.0,0.0,6,6,6.0,0.0,186046.5116,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,23255.81395,23255.81395,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80,115525007,17,523,433,0,30.76470588,103.6638374,2920,0,519.8888889,916.0920766,85.53126511,0.302964708,3397794.324,4715247.442,10000000,1,116000000,7220312.938,4449320.62,10000000,387,110000000,6489949.824,4927651.124,10000000.0,50.0,352.0,504.0,0.147154287,0.155810421,0.0,2920.0,274.4722222,688.8480855,474511.6849,0.0,1.0,0.0,282.3142857,523.0,8192.0,946.0,16.0,20.0,32351.63636,125887.0,22883.0,9997572.364,10000000.0,9992135.0,1
80,82,2,12,6,6,6.0,0.0,0,0,0.0,0.0,146341.4634,24390.2439,82.0,0.0,82,82,82,82.0,0.0,82,82,0,0.0,0.0,0.0,0.0,40.0,0.0,24390.2439,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,9.0,12.0,256.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,30887,2,80,40,40,40.0,0.0,103,103,103.0,0.0,9259.559038,129.5043222,10295.66667,17827.42161,30881,3,3,3.0,0.0,3,3,3,3.0,0.0,3.0,3.0,40.0,64.0,64.7521611,64.7521611,40.0,103.0,65.2,34.50652112,1190.7,0.0,0.0,0.0,81.5,80.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3914,15,1,2,2,2,2.0,0.0,6,6,6.0,0.0,533333.3333,133333.3333,15.0,0.0,15,15,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,66666.66667,66666.66667,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80,115502188,16,380,380,0,23.75,95.0,331,0,23.64285714,88.46347107,6.155727543,0.259735339,3982834.069,4878527.856,10000000,23,116000000,7700145.867,4181784.65,10100000,202,111000000,8505117.769,3766132.52,10100000.0,1431.0,520.0,456.0,0.138525514,0.121209825,0.0,380.0,22.93548387,89.00447011,7921.795699,0.0,1.0,0.0,23.7,380.0,29200.0,4760.0,1.0,32.0,40538.0,75573.0,36851.0,10000000.0,10000000.0,9998904.0,1
53,61802,1,49,49,49,49.0,0.0,221,221,221.0,0.0,4368.790654,32.36141225,61802.0,0.0,61802,61802,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,32.0,20.0,16.18070613,16.18070613,49.0,221.0,106.3333333,99.3042463,9861.333333,0.0,0.0,0.0,159.5,49.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,100434,1,49,49,49,49.0,0.0,150,150,150.0,0.0,1981.400721,19.91357508,100434.0,0.0,100434,100434,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,32.0,32.0,9.956787542,9.956787542,49.0,150.0,82.66666667,58.31237719,3400.333333,0.0,0.0,0.0,124.0,49.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,24052,2,72,36,36,36.0,0.0,164,164,164.0,0.0,16630.63363,166.3063363,8017.333333,13880.36651,24045,3,3,3.0,0.0,3,3,4,4.0,0.0,4.0,4.0,40.0,64.0,83.15316814,83.15316814,36.0,164.0,87.2,70.10848736,4915.2,0.0,0.0,0.0,109.0,72.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1984,50,1,2,2,2,2.0,0.0,6,6,6.0,0.0,160000.0,40000.0,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,20000.0,20000.0,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,172,2,46,23,23,23.0,0.0,23,23,23.0,0.0,534883.7209,23255.81395,57.33333333,96.70746266,169,1,1,1.0,0.0,1,1,2,2.0,0.0,2.0,2.0,64.0,64.0,11627.90698,11627.90698,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,28.75,46.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
726,73,1,2,2,2,2.0,0.0,6,6,6.0,0.0,109589.0411,27397.26027,73.0,0.0,73,73,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,13698.63014,13698.63014,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,184,2,76,38,38,38.0,0.0,70,70,70.0,0.0,1173913.043,21739.13043,61.33333333,24.82606158,90,47,47,47.0,0.0,47,47,47,47.0,0.0,47.0,47.0,40.0,40.0,10869.56522,10869.56522,38.0,70.0,50.8,17.52712184,307.2,0.0,0.0,0.0,63.5,76.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
43,11,1,0,0,0,0.0,0.0,6,6,6.0,0.0,545454.5455,181818.1818,11.0,0.0,11,11,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,40.0,20.0,90909.09091,90909.09091,0.0,6.0,2.0,3.464101615,12.0,0.0,1.0,0.0,3.0,0.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1028,97,1,2,2,2,2.0,0.0,6,6,6.0,0.0,82474.2268,20618.5567,97.0,0.0,97,97,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,10309.27835,10309.27835,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
138,94556520,48,10368,216,216,216.0,0.0,0,0,0.0,0.0,109.6487053,0.507632895,2011840.851,10300000.0,64100000,1,94600000,2011840.851,10300000.0,64100000,1,0,0.0,0.0,0.0,0.0,960.0,0.0,0.507632895,0.0,216.0,216.0,216.0,0.0,0.0,0.0,0.0,0.0,220.5,10368.0,-1.0,-1.0,47.0,20.0,16986.0,33951.0,21.0,47300000.0,64100000.0,30400000.0,1
6025,30,1,2,2,2,2.0,0.0,6,6,6.0,0.0,266666.6667,66666.66667,30.0,0.0,30,30,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,33333.33333,33333.33333,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80,47440,3,438,438,0,146.0,252.8794179,860,0,215.0,430.0,27360.8769,147.5548061,7906.666667,12102.34197,23681,1,23754,11877.0,16345.48035,23435,319,24062,8020.666667,13887.87213,24057.0,1.0,104.0,136.0,63.23777403,84.31703204,0.0,860.0,162.25,320.9012977,102977.6429,0.0,1.0,0.0,185.4285714,438.0,29200.0,31.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,31061,1,43,43,43,43.0,0.0,87,87,87.0,0.0,4185.312772,64.38942726,31061.0,0.0,31061,31061,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,20.0,20.0,32.19471363,32.19471363,43.0,87.0,57.66666667,25.40341184,645.3333333,0.0,0.0,0.0,86.5,43.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30,77,1,2,2,2,2.0,0.0,6,6,6.0,0.0,103896.1039,25974.02597,77.0,0.0,77,77,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,12987.01299,12987.01299,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
33470,3,2,31,31,0,15.5,21.92031022,0,0,0.0,0.0,10300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0.0,0.0,64.0,0.0,666666.6667,0.0,0.0,31.0,20.66666667,17.89785834,320.3333333,0.0,0.0,1.0,31.0,31.0,75.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5004,61,1,2,2,2,2.0,0.0,6,6,6.0,0.0,131147.541,32786.88525,61.0,0.0,61,61,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,16393.44262,16393.44262,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
